"prolific_pid","treatment_store_exported","product_id","NAME","soldBy","quantity","price","swapOffered","swappedFor","addedFrom"
"673f361cb1d555345330ff1b","group-1","723011","Dole Sliced Pineapple in Juice","unit",1,1.39,,,
"673f361cb1d555345330ff1b","group-1","949949","Chocolove Salted Caramel In Dark Chocolate 55% Bar","unit",1,2.99,,,
"673f361cb1d555345330ff1b","group-1","1025801","Hannaford Kettle Cooked Jalapeno Potato Chips","unit",1,1.79,,,
"673f361cb1d555345330ff1b","group-1","1025801","Hannaford Kettle Cooked Jalapeno Potato Chips","unit",1,1.79,,,
"67d87d85d3ae2736a4eb9c34","group-1","715707","Hershey's Twizzlers Strawberry","unit",1,2.77,,,
"67d87d85d3ae2736a4eb9c34","group-1","715602","Hershey's Milk Chocolate Bars","unit",1,6.19,,,
"67d87d85d3ae2736a4eb9c34","group-1","715602","Hershey's Milk Chocolate Bars","unit",1,6.19,,,
"67d87d85d3ae2736a4eb9c34","group-1","725795","Hannaford Small Curd Cottage Cheese","unit",1,2.58,,,
"67d87d85d3ae2736a4eb9c34","group-1","932363","Hannaford Whole Milk","unit",1,2.99,,,
"67d87d85d3ae2736a4eb9c34","group-1","729420","Hannaford Regular Bacon","unit",1,4.99,,,
"67d87d85d3ae2736a4eb9c34","group-1","807391","Bubba Burger Original Burgers","unit",1,15.99,,,
"67d87d85d3ae2736a4eb9c34","group-1","722039","Dinty Moore Beef Stew","unit",1,3.29,,,
"67d87d85d3ae2736a4eb9c34","group-1","740639","Coca-Cola Classic","unit",1,2.29,,,
"674ae3539d17e2e33edd84ac","group-1","1005557","Nesquik Chocolate Powder","unit",1,9.29,,,
"674ae3539d17e2e33edd84ac","group-1","1004972","Starbucks Cold Brew Coffee Concentrate Signature Black","unit",1,12.99,,,
"674ae3539d17e2e33edd84ac","group-1","784292","Green Mountain Breakfast Blend Decaf K-Cups","unit",1,8.29,,,
"674ae3539d17e2e33edd84ac","group-1","762134","R.W. Knudsen Organic Just Tart Cherry Juice","unit",1,8.19,,,
"674ae3539d17e2e33edd84ac","group-1","733657","Welch's 100% Grape Juice","unit",1,5.39,,,
"674ae3539d17e2e33edd84ac","group-1","1016710","Kevin's Paleo Roasted Garlic Chicken","unit",1,10.99,,,
"674ae3539d17e2e33edd84ac","group-1","988840","Kingsford Boneless Pork Steak Cuts with BBQ Sauce","unit",1,8.99,,,
"67e447c0a935fe5d0f000d3e","group-1","740649","Fanta Orange Soda","unit",1,2.19,,,
"67e447c0a935fe5d0f000d3e","group-1","940643","Cheetos Crunchy Regular","unit",1,4.29,,,
"67e447c0a935fe5d0f000d3e","group-1","923788","Good Health Veggie Chips","unit",1,3.99,,,
"67e447c0a935fe5d0f000d3e","group-1","1012559","Oikos Pro Mixed Berry Yogurt","unit",1,1.49,,,
"67e447c0a935fe5d0f000d3e","group-1","1012559","Oikos Pro Mixed Berry Yogurt","unit",1,1.49,,,
"67e447c0a935fe5d0f000d3e","group-1","852378","Cooked Perfect Italian Style Bite Size Meatballs","unit",1,13.99,,,
"67e447c0a935fe5d0f000d3e","group-1","1027254","Beyond Meat Breaded Chicken Tenders","unit",1,4.99,,,
"67e447c0a935fe5d0f000d3e","group-1","958511","Pacific Natural Foods Organic Unsalted Chicken Stock","unit",1,5.99,,,
"67e447c0a935fe5d0f000d3e","group-1","958511","Pacific Natural Foods Organic Unsalted Chicken Stock","unit",1,5.99,,,
"67e447c0a935fe5d0f000d3e","group-1","983411","Nature's Promise Pure Coconut Water","unit",1,3.49,,,
"67e447c0a935fe5d0f000d3e","group-1","726379","Hannaford White Grape Sparkling Water","unit",1,0.81,,,
"67e447c0a935fe5d0f000d3e","group-1","726379","Hannaford White Grape Sparkling Water","unit",1,0.81,,,
"672a6ed8d37a4143e096929b","group-1","1000158","Lay's Party Size Classic Potato Chips","unit",1,4.49,,,
"672a6ed8d37a4143e096929b","group-1","952735","Pringles Original","unit",1,2.69,,,
"672a6ed8d37a4143e096929b","group-1","920642","So Delicious Unsweetened Vanilla Coconut Milk","unit",1,2.69,,,
"672a6ed8d37a4143e096929b","group-1","1027673","Core Power Chocolate Milkshake","unit",1,3.69,,,
"672a6ed8d37a4143e096929b","group-1","742897","Gatorade Fruit Punch","unit",1,6.19,,,
"672a6ed8d37a4143e096929b","group-1","1037493","Nabisco Mint Creme Oreo","unit",1,4.69,,,
"672a6ed8d37a4143e096929b","group-1","1037493","Nabisco Mint Creme Oreo","unit",1,4.69,,,
"672a6ed8d37a4143e096929b","group-1","980469","Oreo Mega Stuff","unit",1,4.69,,,
"672a6ed8d37a4143e096929b","group-1","980469","Oreo Mega Stuff","unit",1,4.69,,,
"67f1cc26973bd7f41512c209","group-1","740640","Diet Coke","unit",1,2.29,,,
"67f1cc26973bd7f41512c209","group-1","926194","Hannaford Ginger Ale","unit",1,1.18,,,
"67f1cc26973bd7f41512c209","group-1","926194","Hannaford Ginger Ale","unit",1,1.18,,,
"67f1cc26973bd7f41512c209","group-1","706253","Cheez-It Original Crackers","unit",1,5.69,,,
"67f1cc26973bd7f41512c209","group-1","696573","Pepperidge Farm Goldfish Flavor Blasted Crackers Bag","unit",1,2.99,,,
"67f1cc26973bd7f41512c209","group-1","727043","Hannaford Toasty Peanut Butter Crackers","unit",1,2,,,
"67f1cc26973bd7f41512c209","group-1","937683","Gardein Ultimate Beefless Ground","unit",1,5.59,,,
"67f1cc26973bd7f41512c209","group-1","910940","Hannaford Original Crispy Chicken Strips","unit",1,7.86,,,
"67f1cc26973bd7f41512c209","group-1","879477","Tyson All Natural Chicken Nuggets","unit",1,7.89,,,
"67f1cc26973bd7f41512c209","group-1","967766","Hannaford Vanilla Nonfat Greek Yogurt","unit",1,3.63,,,
"67f1cc26973bd7f41512c209","group-1","967766","Hannaford Vanilla Nonfat Greek Yogurt","unit",1,3.63,,,
"67f1cc26973bd7f41512c209","group-1","919809","Philadelphia Chive Onion Cream Cheese","unit",1,4.99,,,
"67d0a570883ec7f0c342eaff","group-1","906926","V8 Splash Orange Pineapple","unit",1,2.79,,,
"67d0a570883ec7f0c342eaff","group-1","931625","Hannaford 100% Apple Juice","unit",1,2.79,,,
"67d0a570883ec7f0c342eaff","group-1","937151","Juicy Juice 100% Berry Juice Blend","unit",1,3.89,,,
"67d0a570883ec7f0c342eaff","group-1","740640","Diet Coke","unit",1,2.29,,,
"67d0a570883ec7f0c342eaff","group-1","694731","Pepsi","unit",1,7.59,,,
"67d0a570883ec7f0c342eaff","group-1","927240","Hatfield Traditional Smoked Ham Steak","unit",1,2.49,,,
"67d0a570883ec7f0c342eaff","group-1","927240","Hatfield Traditional Smoked Ham Steak","unit",1,2.49,,,
"67d0a570883ec7f0c342eaff","group-1","980670","Pure Leaf Raspberry Tea","unit",1,7.79,,,
"67d0a570883ec7f0c342eaff","group-1","931611","Pure Leaf Real Brewed Lemon Tea","unit",1,3.59,,,
"67dd5c3633b160a7ec0f92fe","group-1","712771","Ocean Spray Cranberry Juice Cocktail","unit",1,4.89,,,
"67dd5c3633b160a7ec0f92fe","group-1","715622","Reese's Peanut Butter Cups Snack Size","unit",1,4.88,,,
"67dd5c3633b160a7ec0f92fe","group-1","1033820","Sour Patch Kids Lemonade Fest","unit",1,2.69,,,
"67dd5c3633b160a7ec0f92fe","group-1","715602","Hershey's Milk Chocolate Bars","unit",1,6.19,,,
"67dd5c3633b160a7ec0f92fe","group-1","1027254","Beyond Meat Breaded Chicken Tenders","unit",1,4.99,,,
"67dd5c3633b160a7ec0f92fe","group-1","725794","Hannaford Cottage Cheese","unit",1,1.99,,,
"67dd5c3633b160a7ec0f92fe","group-1","931620","Hannaford Natural Fancy Parmesan Shredded Cheese","unit",1,2.22,,,
"67dd5c3633b160a7ec0f92fe","group-1","932371","Hannaford Shredded Yellow Cheddar Cheese","unit",1,2.22,,,
"67dd5c3633b160a7ec0f92fe","group-1","985893","Hannaford Chili With Beans","unit",1,1.65,,,
"67dd5c3633b160a7ec0f92fe","group-1","899474","Chips Ahoy Chewy Chocolate Chip Cookies","unit",1,3.69,,,
"67f55ec99297545abe655601","group-1","932363","Hannaford Whole Milk","unit",1,2.99,,,
"67f55ec99297545abe655601","group-1","932363","Hannaford Whole Milk","unit",1,2.99,,,
"67f55ec99297545abe655601","group-1","695763","Ore-Ida Extra Crispy Fast Fries","unit",1,5.49,,,
"67f55ec99297545abe655601","group-1","983777","Nature's Promise Organic Low Sodium Chicken Broth","unit",1,2.19,,,
"67f55ec99297545abe655601","group-1","889884","Hunt's Manwich Sloppy Joe Sauce","unit",1,2.19,,,
"67f55ec99297545abe655601","group-1","1014335","Doritos Nacho Cheese","unit",1,3.99,,,
"67f55ec99297545abe655601","group-1","972636","Pringles Original Party Stack Can","unit",1,2.89,,,
"67f55ec99297545abe655601","group-1","696573","Pepperidge Farm Goldfish Flavor Blasted Crackers Bag","unit",1,2.99,,,
"68188b0808597c1ec6ebe427","group-1","765125","Snapple Lemon Iced Tea","unit",1,2.69,,,
"68188b0808597c1ec6ebe427","group-1","740640","Diet Coke","unit",1,2.29,,,
"68188b0808597c1ec6ebe427","group-1","972636","Pringles Original Party Stack Can","unit",1,2.89,,,
"68188b0808597c1ec6ebe427","group-1","1014335","Doritos Nacho Cheese","unit",1,3.99,,,
"68188b0808597c1ec6ebe427","group-1","727043","Hannaford Toasty Peanut Butter Crackers","unit",1,2,,,
"68188b0808597c1ec6ebe427","group-1","725511","Hannaford Unsweetened Applesauce Cups","unit",1,2.19,,,
"68188b0808597c1ec6ebe427","group-1","962137","Idaho Crispy Potato Puffs","unit",1,4.49,,,
"68188b0808597c1ec6ebe427","group-1","962047","Idaho Super Crispy Shoestring Fries","unit",1,4.49,,,
"68188b0808597c1ec6ebe427","group-1","962139","Idaho Super Crispy Crinkle Cut Fries","unit",1,4.49,,,
"68188b0808597c1ec6ebe427","group-1","755605","Red Baron 12"" Pepperoni Pizza","unit",1,5.59,,,
"68188b0808597c1ec6ebe427","group-1","738911","TGI Fridays Loaded Cheddar & Bacon Potato Skins","unit",1,8.29,,,
"68188b0808597c1ec6ebe427","group-1","741767","Campbell's Chicken Noodle Soup","unit",1,1.25,,,
"68188b0808597c1ec6ebe427","group-1","741767","Campbell's Chicken Noodle Soup","unit",1,1.25,,,
"68188b0808597c1ec6ebe427","group-1","984157","Nature's Promise Organic Chicken Broth","unit",1,3.09,,,
"67dc9b211ced592998fb6d17","group-1","803116","Arizona Arnold Palmer Light Half & Half Iced Tea Lemonade","unit",1,4.39,,,
"67dc9b211ced592998fb6d17","group-1","932363","Hannaford Whole Milk","unit",1,2.99,,,
"67dc9b211ced592998fb6d17","group-1","932363","Hannaford Whole Milk","unit",1,2.99,,,
"67dc9b211ced592998fb6d17","group-1","931653","Hannaford Original Half & Half","unit",1,1.68,,,
"67dc9b211ced592998fb6d17","group-1","736359","Hood 2% Milk","unit",1,3.59,,,
"67dc9b211ced592998fb6d17","group-1","736359","Hood 2% Milk","unit",1,3.59,,,
"67dc9b211ced592998fb6d17","group-1","736359","Hood 2% Milk","unit",1,3.59,,,
"67dc9b211ced592998fb6d17","group-1","1008913","Hannaford Grass-Fed Ground Beef Patties 85/15","unit",1,8.99,,,
"67dc9b211ced592998fb6d17","group-1","1008913","Hannaford Grass-Fed Ground Beef Patties 85/15","unit",1,8.99,,,
"67dc9b211ced592998fb6d17","group-1","968868","Beyond Meat Beyond Beef Patty","unit",1,5.49,,,
"67dc9b211ced592998fb6d17","group-1","715707","Hershey's Twizzlers Strawberry","unit",1,2.77,,,
"67d6f7d7b82888399828cbe9","group-1","906926","V8 Splash Orange Pineapple","unit",1,2.79,,,
"67d6f7d7b82888399828cbe9","group-1","1036809","Rosina Italian Homestyle Meatballs","unit",1,9.99,,,
"67d6f7d7b82888399828cbe9","group-1","914994","Fage Total 0% Plain Yogurt","unit",1,6.99,,,
"67d6f7d7b82888399828cbe9","group-1","965595","Hannaford Onion Soup Mix","unit",1,1.45,,,
"67d6f7d7b82888399828cbe9","group-1","985893","Hannaford Chili With Beans","unit",1,1.65,,,
"67d6f7d7b82888399828cbe9","group-1","1041755","McCain Quick Cook Hashbrowns Potato Patties","unit",1,4.39,,,
"67d6f7d7b82888399828cbe9","group-1","1037490","Nabisco Oreo","unit",1,4.69,,,
"67d6f7d7b82888399828cbe9","group-1","1008326","Voortman Vanilla Wafers","unit",1,2.99,,,
"67d6f7d7b82888399828cbe9","group-1","848745","Hannaford Pineapple Slices in Juice","unit",1,1.28,,,
"67d6f7d7b82888399828cbe9","group-1","894009","Pacific Natural Foods Organic Creamy Tomato Soup","unit",1,4.99,,,
"67d6f7d7b82888399828cbe9","group-1","1025060","Pure Leaf Low Sugar Subtly Sweet Tea","unit",1,7.79,,,
"67d6f7d7b82888399828cbe9","group-1","957226","Tiny Tate's Chocolate Chip Cookies","unit",1,0.99,,,
"676304145bbe20d1fd5d653c","group-1","741769","Campbell's Cream of Mushroom Soup","unit",1,1.75,,,
"676304145bbe20d1fd5d653c","group-1","741767","Campbell's Chicken Noodle Soup","unit",1,1.25,,,
"676304145bbe20d1fd5d653c","group-1","741769","Campbell's Cream of Mushroom Soup","unit",1,1.75,,,
"676304145bbe20d1fd5d653c","group-1","741767","Campbell's Chicken Noodle Soup","unit",1,1.25,,,
"676304145bbe20d1fd5d653c","group-1","1008913","Hannaford Grass-Fed Ground Beef Patties 85/15","unit",1,8.99,,,
"676304145bbe20d1fd5d653c","group-1","926472","Hannaford Purified Drinking Water","unit",1,2.99,,,
"676304145bbe20d1fd5d653c","group-1","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,,,
"676304145bbe20d1fd5d653c","group-1","981249","Nature's Promise All Natural Boneless Chicken Breast Portion","unit",1,10.99,,,
"67e87a253b9b4747c85c45cb","group-1","980670","Pure Leaf Raspberry Tea","unit",1,7.79,,,
"67e87a253b9b4747c85c45cb","group-1","743618","Stonyfield Organic Whole Milk Plain Yogurt","unit",1,4.99,,,
"67e87a253b9b4747c85c45cb","group-1","1007599","Hannaford Classic Condensed Cream of Mushroom Soup","unit",1,0.96,,,
"67e87a253b9b4747c85c45cb","group-1","941293","Mrs. T's Loaded Baked Potato Pierogies","unit",1,4.09,,,
"67e87a253b9b4747c85c45cb","group-1","1036809","Rosina Italian Homestyle Meatballs","unit",1,9.99,,,
"67e87a253b9b4747c85c45cb","group-1","1026815","Swaggerty's Farm Premium Mild Sausage Patties","unit",1,7.99,,,
"67e87a253b9b4747c85c45cb","group-1","1014332","Doritos Cool Ranch","unit",1,3.99,,,
"67e87a253b9b4747c85c45cb","group-1","1014555","Ruffles Original","unit",1,4.19,,,
"67e84013e838b7e87ef9c0e2","group-1","715121","Hershey's Chocolate Syrup","unit",1,3.69,,,
"67e84013e838b7e87ef9c0e2","group-1","867517","Snapple Peach Iced Tea","unit",1,2.69,,,
"67e84013e838b7e87ef9c0e2","group-1","980671","Pure Leaf Unsweetened Black Tea","unit",1,7.79,,,
"67e84013e838b7e87ef9c0e2","group-1","848756","Hannaford Crushed Pineapple in Juice","unit",1,1.19,,,
"67e84013e838b7e87ef9c0e2","group-1","910940","Hannaford Original Crispy Chicken Strips","unit",1,7.86,,,
"67e84013e838b7e87ef9c0e2","group-1","711136","Morning Star Farms Breakfast Strips","unit",1,4.29,,,
"67e84013e838b7e87ef9c0e2","group-1","941135","Morning Star Farms Grillers","unit",1,4.59,,,
"67e84013e838b7e87ef9c0e2","group-1","931654","Hannaford Fancy 4 Cheese Mexican Blend Shredded Cheese","unit",1,2.22,,,
"67e84013e838b7e87ef9c0e2","group-1","725778","Hannaford Soft Cream Cheese Tub","unit",1,2.89,,,
"67e84013e838b7e87ef9c0e2","group-1","967838","Hannaford Greek Nonfat Black Cherry Yogurt","unit",1,0.64,,,
"67e84013e838b7e87ef9c0e2","group-1","967838","Hannaford Greek Nonfat Black Cherry Yogurt","unit",1,0.64,,,
"67e84013e838b7e87ef9c0e2","group-1","967831","Hannaford Greek Nonfat Raspberry Yogurt","unit",1,0.64,,,
"67e84013e838b7e87ef9c0e2","group-1","1010184","Hannaford Lowfat Yogurt Strawberry","unit",1,0.58,,,
"67e84013e838b7e87ef9c0e2","group-1","968071","Chobani Strawberry Banana Greek Yogurt Drink","unit",1,1.99,,,
"67e84013e838b7e87ef9c0e2","group-1","1009323","Pacific Natural Foods Organic Cream of Mushroom Soup","unit",1,3.79,,,
"67e84013e838b7e87ef9c0e2","group-1","941135","Morning Star Farms Grillers","unit",1,4.59,,,
"673215ff162805cf7a252019","group-1","706253","Cheez-It Original Crackers","unit",1,5.69,,,
"673215ff162805cf7a252019","group-1","959905","Nabisco Triscuit Original","unit",1,2.99,,,
"673215ff162805cf7a252019","group-1","756272","Stauffer's Original Animal Crackers","unit",1,3.19,,,
"673215ff162805cf7a252019","group-1","812783","Taste of Inspirations Corn & Black Bean Salsa","unit",1,5.19,,,
"673215ff162805cf7a252019","group-1","703598","D.L. Jardine's Campfire Roasted Salsa","unit",1,4.19,,,
"673215ff162805cf7a252019","group-1","981840","Nature's Promise 90% Lean Ground Beef","unit",1,7.99,,,
"673215ff162805cf7a252019","group-1","981907","Nature's Promise 85% Lean Ground Beef","unit",1,6.99,,,
"673215ff162805cf7a252019","group-1","1006758","Nature's Promise 99% Ground White Chicken Meat","unit",1,6.49,,,
"673215ff162805cf7a252019","group-1","984024","Marie Callender's Garden Tomato Four Cheese Ravioli Bowl","unit",1,3.59,,,
"673215ff162805cf7a252019","group-1","735735","Hot Pockets Meatballs & Mozzarella with Garlic Buttery Crust","unit",1,3.29,,,
"67ddc09da427b74ec7124351","group-1","740640","Diet Coke","unit",1,2.29,,,
"67ddc09da427b74ec7124351","group-1","740640","Diet Coke","unit",1,2.29,,,
"67ddc09da427b74ec7124351","group-1","980628","Nature's Promise Organic Apple Juice","unit",1,3.27,,,
"67ddc09da427b74ec7124351","group-1","762560","WestSoy Organic Unsweetened Plain Soymilk","unit",1,4.19,,,
"67ddc09da427b74ec7124351","group-1","947492","Blue Diamond Almond Breeze Chocolate Almond Milk","unit",1,5.09,,,
"67ddc09da427b74ec7124351","group-1","980488","Nature's Promise Turkey Meatballs","unit",1,8.99,,,
"67ddc09da427b74ec7124351","group-1","906161","DiGiorno Rising Crust Pepperoni Pizza","unit",1,7.99,,,
"67ddc09da427b74ec7124351","group-1","1014335","Doritos Nacho Cheese","unit",1,3.99,,,
"67ddc09da427b74ec7124351","group-1","809605","Clif Peanut Butter Bar","unit",1,2.09,,,
"650b03136ab3d4c832d98b71","group-1","724173","Lipton Tea Bags","unit",1,4.79,,,
"650b03136ab3d4c832d98b71","group-1","724173","Lipton Tea Bags","unit",1,4.79,,,
